machine_name,date_measurement_f,drive_gear_V_eff,drive_gear_a_max,drive_motor_V_eff,drive_motor_a_max,drive_wheel_V_eff,drive_wheel_a_max,idle_wheel_V_eff,idle_wheel_a_max,lifting_gear_V_eff,lifting_gear_a_max,lifting_motor_V_eff,lifting_motor_a_max,cluster
RBG1,2016-10-24,1.7241,1204.3886,4.5548,1210.3718000000001,2.991,1202.0926,3.708,1855.2486,1.6119999999999999,3016.0249999999996,2.374,1466.2259999999999,2.0
RBG1,2016-10-25,1.9538999999999997,1350.407,4.678100000000001,1406.6385,2.944,1147.886,3.6889999999999996,1664.0162,1.6640000000000001,2871.403,2.3890000000000002,1767.2640000000001,2.0
RBG1,2016-10-26,1.9646000000000001,1368.567,4.685099999999999,1444.9922000000001,3.029,1189.3122,3.68,1904.3118000000002,1.631,2506.6620000000003,2.476,1465.1,2.0
RBG1,2016-10-27,1.8036,1263.2514,4.6301,1232.7646,2.9877,1225.1908,3.75,1815.8970000000002,1.6230000000000002,2872.3255000000004,2.4143,1646.3165,2.0
RBG1,2016-10-28,1.8208,1380.9940000000001,4.8078,1350.0466000000001,3.073,1177.1315,3.7260000000000004,1708.1185,1.652,2412.719,2.373,1462.3775,2.0
RBG1,2016-10-31,1.9391000000000003,1271.2175000000002,4.6865,1259.4275,3.015,1276.3809999999999,3.7260000000000004,1971.0465,1.732,2889.4155,2.464,1669.018,2.0
RBG1,2016-11-02,1.8249,1510.3229999999999,4.804099999999999,1467.7455,2.997,1166.7605,3.693,1794.9989999999998,1.655,2608.2219999999998,2.4419999999999997,1591.181,2.0
RBG1,2016-11-03,1.8312,1229.5767999999998,4.7192,1265.4969999999998,2.995,1156.658,3.6860000000000004,1756.478,1.6159999999999999,3239.0432,2.4290000000000003,1946.395,2.0
RBG1,2016-11-04,1.8260999999999998,1827.2986,5.038600000000001,1463.1968000000002,2.943,1221.8042,3.7030000000000003,1948.1378,1.652,2671.3779999999997,2.452,1732.3025,2.0
RBG1,2016-11-07,1.8723,1351.9540000000002,4.5924000000000005,1280.074,3.016,1222.1354999999999,3.694,1955.1775,1.676,2033.73,2.4219999999999997,1568.2415,2.0
RBG1,2016-11-08,1.7983,1174.476,4.6638,1126.4315000000001,2.94,1200.9652,3.6310000000000002,1772.362,1.65,2802.431,2.4019999999999997,1677.83,2.0
RBG1,2016-11-09,1.7716999999999998,1232.0345,4.731999999999999,1311.611,3.0177000000000005,1241.826,3.678,1854.1458000000002,1.615,3154.179,2.436,2086.496,2.0
RBG1,2016-11-10,1.7110999999999998,1359.5782,4.786700000000001,1280.0475999999999,3.0639999999999996,1203.3086,3.736,1909.3196000000003,1.591,2321.8938,2.39,1502.0364,2.0
RBG1,2016-11-11,1.8508,1430.6472000000003,4.7792,1415.9908,3.023,1179.7114000000001,3.705,1786.88,1.6059999999999999,2491.9024,2.4330000000000003,1466.627,2.0
RBG1,2016-11-14,1.7232,1086.2714999999998,4.4452,1091.1275,2.9560000000000004,1154.1535,3.681,1850.6345000000001,1.609,2251.839,2.419,1422.8919999999998,2.0
RBG1,2016-11-15,1.7652999999999999,1188.283,4.5821000000000005,1162.7826,3.02,1259.6685,3.685,1742.4630000000002,1.625,2446.6279999999997,2.39,1530.237,2.0
RBG1,2016-11-16,1.8010000000000002,1286.9225,4.8917,1416.8878,2.8918,1163.2755,3.6756,1887.413,1.636,2521.413,2.3863,1442.5245,2.0
RBG1,2016-11-17,1.8229,1187.0825,4.732,1212.843,2.9410000000000003,1195.2125,3.69,1885.132,1.643,2985.491,2.329,1662.6635,2.0
RBG1,2016-11-18,1.8227,1146.2314999999999,4.6311,1317.692,2.9589999999999996,1173.1025,3.7430000000000003,1703.9879999999998,1.636,2687.939,2.412,1784.981,2.0
RBG1,2016-11-21,1.8147,1276.8014,4.6381,1141.3208,3.008,1210.893,3.7089999999999996,1978.9072,1.6019999999999999,2455.7846,2.432,1658.3851999999997,2.0
RBG1,2016-11-22,1.7431999999999999,1168.7656000000002,4.6511,1181.507,2.9810000000000003,1194.7566000000002,3.687,1859.3028000000002,1.62,2480.9555,2.416,1597.0375,2.0
RBG1,2016-11-23,1.8219999999999998,1188.3696,4.7851,1205.0406,2.992,1172.9204,3.727,1895.4985000000001,1.6230000000000002,2707.5180000000005,2.3480000000000003,1476.1622,2.0
RBG1,2016-11-24,1.7336,1142.7544,4.6499,1243.0928000000001,2.907,1144.3535000000002,3.7030000000000003,1668.8180000000002,1.652,2435.5168,2.39,1462.4448000000002,2.0
RBG1,2016-11-25,1.8944999999999999,1253.2044,4.7336,1218.8615,2.948,1216.4792,3.6710000000000003,1814.846,1.618,2570.265,2.447,1534.9365000000003,2.0
RBG1,2016-11-28,1.8552000000000002,1235.575,4.7379999999999995,1237.7795,3.025,1209.999,3.7230000000000003,1899.9094,1.643,2537.1310000000003,2.421,1521.6844999999998,2.0
RBG1,2016-11-29,1.8211,1215.3754999999999,4.5817000000000005,1240.01,2.8789999999999996,1146.3265000000001,3.6630000000000003,1852.6165,1.6769999999999998,2601.0025,2.399,1502.4085,2.0
RBG1,2016-11-30,1.7688000000000001,1244.1108,4.7354,1216.5912,2.9458,1191.7776000000001,3.7199999999999993,1993.3864000000003,1.6199,2943.8124,2.4310000000000005,1536.636,2.0
RBG1,2016-12-01,1.7285,1285.7515,4.6604,1095.246,2.94,1157.2125,3.697,1590.7975000000001,1.6340000000000001,2733.5924999999997,2.377,1522.614,2.0
RBG1,2016-12-02,1.7827,1015.6034999999999,4.5967,1046.902,2.978,1108.85,3.7039999999999997,1722.7289999999998,1.581,2417.868,2.43,1485.201,2.0
RBG1,2016-12-05,1.8384,1349.882,4.534700000000001,1354.8474999999999,2.9419999999999997,1109.083,3.694,1753.1206000000002,1.633,2341.5555000000004,2.4019999999999997,1469.2654,2.0
RBG1,2016-12-06,1.8679000000000001,1210.5410000000002,4.4937000000000005,1233.9180000000001,2.937,1114.6605,3.718,1801.577,1.5759999999999998,2885.7780000000002,2.3480000000000003,1530.5475000000001,2.0
RBG1,2016-12-07,1.7931000000000004,1153.4489999999998,4.8088999999999995,1177.344,3.031,1223.839,3.772,1847.9879999999998,1.719,2820.29,2.4455999999999998,1610.26,2.0
RBG1,2016-12-08,1.8084,1227.0929999999998,4.610000000000001,1271.8262,2.9139999999999997,1198.6335,3.648,1968.6836000000003,1.5759999999999998,2591.0185,2.43,1580.6306,2.0
RBG1,2016-12-09,1.8776000000000002,1104.1717,4.6059,1127.3815,2.937,1171.346,3.707,1730.065,1.6328000000000003,2860.3886,2.3736,1680.6801000000003,2.0
RBG1,2016-12-12,1.9086999999999998,1534.3033000000003,4.7861,1796.0442,3.0321,1141.689,4.1406,1667.4463999999998,1.5966,2413.411,2.4429999999999996,1410.8519999999999,2.0
RBG1,2016-12-14,1.9935,1200.3663000000001,4.734,1575.4630000000002,2.9936,1119.094,4.2052000000000005,1600.957,1.5784,540.5477000000001,2.4160000000000004,646.9973000000001,0.0
RBG1,2016-12-15,2.083,2433.021,4.816,1795.1791999999998,3.0585,1178.131,4.198,1677.5939,1.6354000000000002,594.9238,2.4754,672.7289999999999,0.0
RBG1,2016-12-16,2.0095,1359.4386000000002,4.6624,1677.3519000000001,3.0140000000000002,1144.3026,4.2274,1646.8412000000003,1.6184,568.6137,2.4126,653.5082,0.0
RBG1,2016-12-17,1.976,1463.0165000000004,4.6974,1560.2800000000002,3.0660999999999996,1130.7652,4.3356,1599.1280000000002,1.6162,589.1161,2.4414999999999996,663.989,0.0
RBG1,2016-12-19,1.9885000000000002,1479.3098,4.7832,1695.984,3.0515,1119.9424,4.2563,1562.4852,1.61,591.7171000000001,2.434,655.3724,0.0
RBG1,2016-12-20,1.9,1818.1229,4.7514,1655.552,3.0164999999999997,1106.663,4.1978,1573.8217000000002,1.5922,593.3954000000001,2.4476,712.563,0.0
RBG1,2016-12-21,2.057,2145.0189,4.7575,1623.3779,3.0322,1093.6832000000002,4.2491,1579.043,1.6294,599.004,2.4059999999999997,665.9048,0.0
RBG1,2016-12-22,2.0275,1484.8474000000003,4.7425,1772.8484000000003,3.0237999999999996,1138.5558,4.1982,1567.9074,1.6092000000000002,565.5972000000004,2.429,647.3729000000001,0.0
RBG1,2016-12-23,1.9605000000000001,1450.3047000000001,4.7072,1708.8159,3.0374999999999996,1105.3361000000002,4.2672,1596.0108,1.6158,634.7264,2.4706,687.3193000000001,0.0
RBG1,2016-12-27,1.9184999999999999,1752.1075999999998,4.6894,1749.7023000000002,3.021,1138.618,4.267,1599.951,1.6050000000000002,608.539,2.4078,669.625,0.0
RBG1,2016-12-28,1.972,1356.3657999999998,4.72,1619.6473999999998,3.0044000000000004,1107.6589000000001,4.2506,1563.6289000000002,1.6150000000000002,567.666,2.4036,659.8009999999999,0.0
RBG1,2016-12-29,2.1458,1601.2909,4.7088,1638.7402,3.1176,1187.0351,5.0729,1565.1655999999998,1.7248,771.1280999999999,2.4412,852.972,0.0
RBG1,2016-12-30,2.0515,1423.1144,4.788,1697.2249000000004,3.005,1130.1480000000001,4.2464,1617.3987000000002,1.6152,540.0848000000001,2.4250000000000003,653.6638,0.0
RBG1,2017-01-02,1.991,2017.6831000000002,4.7235,1803.3226999999997,3.0395,1133.2072,4.217,1577.9572,1.5982000000000003,526.2806,2.4471999999999996,691.5167999999999,0.0
RBG1,2017-01-03,1.9412000000000003,1504.6804000000002,4.737500000000001,1712.7965999999997,2.9909999999999997,1108.1592,4.1858,1560.464,1.5794,491.41220000000004,2.3782,647.4476999999999,0.0
RBG1,2017-01-04,1.9215,1503.0084000000002,4.604,1565.6213999999998,3.0314999999999994,1143.6624,4.1968000000000005,1560.993,1.6106000000000003,532.0742,2.4074,653.0762000000001,0.0
RBG1,2017-01-05,2.0675,2442.596,4.6529,1778.4489999999998,3.036,1148.4108,4.221,1600.8177,1.6184,560.7909999999999,2.4166,661.2589999999999,0.0
RBG1,2017-01-09,1.933,1823.1537,4.734800000000001,1723.9064,3.16,1156.9044,4.2979,1600.7130000000002,1.6508000000000003,562.2176000000001,2.4139999999999997,636.0482,0.0
RBG1,2017-01-10,1.913,2191.3608000000004,4.7386,1813.9947,3.0336,1139.802,4.2067000000000005,1603.043,1.5814,539.6646,2.3886,620.498,0.0
RBG1,2017-01-11,2.021,2316.0852,4.7940000000000005,1698.5610000000001,3.0155000000000003,1125.4901,4.2266,1593.473,1.5902,552.382,2.4486,643.432,0.0
RBG1,2017-01-12,1.9140000000000001,1862.243,4.7565,1743.1023,2.984,1076.7563,4.134200000000001,1595.7433,1.5938,547.0029000000001,2.4274,646.6423,0.0
RBG1,2017-01-13,2.007,1960.5556000000001,4.848000000000001,1731.769,3.0,1099.599,4.296200000000001,1540.872,1.5968,523.9324,2.4130000000000003,637.3572,0.0
RBG1,2017-01-16,1.978,1361.491,4.7328,1506.0268,2.9922000000000004,1092.1347999999998,4.2574000000000005,1589.0419,1.6006,511.4616,2.3718,669.0936,0.0
RBG1,2017-01-17,1.897,1604.392,4.7824,1742.098,2.9932,1124.92,4.2162,1593.455,1.572,515.555,2.4368,630.153,0.0
RBG1,2017-01-18,1.8375,1348.5451,4.6945,1551.5014,2.9690000000000003,1083.0949999999998,4.2786,1602.6902000000002,1.6185999999999998,537.0032,2.4144,627.4388000000001,0.0
RBG1,2017-01-19,1.9854999999999998,1428.3501999999999,4.746,1655.8853999999997,3.0636,1099.2505999999998,4.3059,1651.1716,1.6067999999999998,567.0779000000001,2.423,649.8938,0.0
RBG1,2017-01-20,2.0004999999999997,2206.8746,4.763,1683.0562,2.9885,1148.5316,4.1506,1659.7066,1.5954,549.8872,2.4206,659.1100000000001,0.0
RBG1,2017-01-23,1.8704999999999998,2252.599,4.712899999999999,1787.9027999999998,2.944,1103.4533999999999,4.0884,1669.7909000000004,1.5564,475.15600000000006,2.3464,626.6537000000001,0.0
RBG1,2017-01-24,1.8395,1547.9820000000002,4.736000000000001,1621.374,3.0360000000000005,1138.0997,4.1690000000000005,1657.4862,1.6119999999999999,540.6644,2.3888000000000003,634.8076000000001,0.0
RBG1,2017-01-25,1.815,1721.142,4.732,1605.3177000000003,2.9692,1102.2763,3.8912999999999998,1646.3873999999998,1.6015000000000001,497.8604000000001,2.3529999999999998,612.3692,0.0
RBG1,2017-01-26,1.8285,1174.4015,4.479,1442.9666,3.0806,1131.3029000000001,3.7804,1610.3795000000002,1.651,502.49360000000013,2.387,618.5580000000001,0.0
RBG1,2017-01-27,1.7675,1303.4364,4.5845,1466.6484,2.9875,1134.9455,3.9815,1591.1808999999998,1.7175,512.1482,2.43,643.4821000000001,0.0
RBG1,2017-01-30,1.8155000000000001,1268.4849000000002,4.5969999999999995,1615.9752999999998,3.1151,1101.9432000000002,3.7323,1602.7688,1.6600000000000001,488.56280000000004,2.4005,619.6002,0.0
RBG1,2017-01-31,1.879,1964.6788000000001,4.718999999999999,1703.8585,3.0707,1131.2058,3.99,1621.4476000000002,1.6695,472.73510000000005,2.42,614.1150000000001,0.0
RBG1,2017-02-01,1.9220000000000002,1433.8747,4.655,1782.6000999999999,3.2741,1117.2699000000002,3.9027999999999996,1628.1370000000002,1.74,522.7559,2.4505,650.314,0.0
RBG1,2017-02-02,1.813,1356.7425999999998,4.633,1771.4088000000002,3.1270000000000007,1097.8544,3.7659000000000002,1653.235,1.7145,484.2366,2.43,637.1806,0.0
RBG1,2017-02-06,1.835,1529.5559,4.571,1798.5401,3.0894999999999997,1144.7607,3.7638,1616.344,1.658,544.555,2.3735,624.7319,0.0
RBG1,2017-02-07,2.1265,1571.4980000000003,4.569,1767.7290000000003,3.0173,1201.2194,3.8758,1692.9403,1.734,555.5441000000001,2.4272,642.3899,0.0
RBG1,2017-02-08,2.3825,1529.7852,4.4595,1564.6952,3.1479,1184.6316,3.8309999999999995,1720.9093000000003,1.6995,526.7601,2.4385,659.9608000000001,0.0
RBG1,2017-09-14,2.3325,1373.7487999999998,5.3815,2053.7961000000005,2.8487999999999998,1344.6544000000006,3.4842,2329.2077999999997,1.767,303.4064,2.3070000000000004,453.6992,0.0
RBG1,2017-09-15,2.4065,1366.9375999999997,4.872,2038.335,2.853,1298.6839000000007,3.5328,2194.1775,1.7029999999999998,301.16720000000004,2.2995,458.17,0.0
RBG1,2017-09-16,2.1525,1425.4660000000001,4.741,1544.5072,2.8788,1330.6437000000003,3.505099999999999,2434.5407000000005,1.7595,298.0124,2.2875,464.9977,0.0
RBG1,2017-09-17,1.685,1353.8692,4.4915,1615.6488000000002,2.7958999999999996,1306.1475,3.5336,2462.0195000000003,1.722,299.7839000000001,2.2265,453.00070000000005,0.0
RBG1,2017-09-18,2.3455,1474.9277000000002,4.6925,2081.225,2.8741,1244.4211999999998,3.4959,2246.5989999999997,1.7205,374.0148,2.293,464.07899999999995,0.0
RBG1,2017-09-19,2.3440000000000003,1487.0941,5.3545,2084.7864,2.8494000000000006,1149.7772,3.4860999999999995,1578.9313,1.7395,293.1928,2.3225,454.9138,0.0
RBG1,2017-09-20,2.2279999999999998,1515.3181,5.1045,2084.7806,2.8426,1125.7914,3.5164999999999997,1580.9227,1.7015,283.2237,2.2887,448.31359999999995,0.0
RBG1,2017-09-21,2.2815,1657.7607999999998,5.0195,2104.0058,2.8815,1111.116,3.4848,1610.3245000000004,1.6945000000000001,292.6051,2.3360000000000003,454.0441,0.0
RBG1,2017-09-22,2.3385,1507.4704,5.011,1945.1658,2.7906,1131.0898000000002,3.453000000000001,1498.1001,1.702,296.6876,2.3844000000000003,464.7538,0.0
RBG1,2017-09-23,1.8345,1373.8673999999999,4.8735,1701.2516,2.8489000000000004,1098.9258,3.5389000000000004,1549.418,1.745,294.8524,2.3388,456.88759999999996,0.0
RBG1,2017-09-24,1.8094999999999999,1388.0554000000002,4.582,1638.5323,2.7926999999999995,1112.638,3.5675999999999997,1533.1318,1.683,284.9176,2.3185,455.5628,0.0
RBG1,2017-09-25,2.2876,1505.3407000000002,4.7195,2275.5020000000004,2.8596,1128.2284,3.4806,1851.3252000000002,1.6844999999999999,303.97299999999996,2.3878,468.15520000000004,0.0
RBG1,2017-09-26,2.0437000000000003,1512.4804,4.6688,1894.8925000000002,2.8116,1163.9651000000001,3.5458,1859.6837000000005,1.7330000000000003,338.50100000000003,2.3502,486.59079999999994,0.0
RBG1,2017-09-27,2.1875,1622.6949,4.7605,2362.1919000000003,2.7777999999999996,1179.0431,3.4814000000000003,1815.5456000000004,1.7115,291.77090000000004,2.3345000000000002,455.7187000000001,0.0
RBG1,2017-09-28,2.2675,1516.2622000000001,4.765,2204.374,2.8103,1099.0845000000002,3.5077000000000003,1842.7127999999998,1.731,289.46830000000006,2.3454,457.1838,0.0
RBG1,2017-09-29,2.063,1450.3887999999997,4.585,2030.898,2.8518999999999997,1116.5184000000002,3.4456999999999995,1809.4123,1.6684999999999999,287.6708,2.339,447.14119999999997,0.0
RBG1,2017-09-30,2.082,1369.4434,4.561,1973.8737,2.8461000000000003,1119.6672,3.4508,1784.6388000000002,1.6985,272.70980000000003,2.303,443.5394,0.0
RBG1,2017-10-01,1.649,1332.7793,4.504,1440.3214000000003,2.8331,1109.4793,3.4496,1754.2894000000001,1.6455000000000002,270.442,2.2585,446.5035,0.0
RBG1,2017-10-02,2.237,1570.8544,4.596,2232.4869,2.8017,1129.6429999999998,3.4707000000000003,1825.4683000000002,1.7079,271.4356,2.3075,448.3176,0.0
RBG1,2017-10-03,1.9,1303.1988999999999,4.625500000000001,1448.3301000000001,2.8434,1133.4320000000002,3.4391,1735.4191,1.7149999999999999,275.818,2.3040000000000003,459.90759999999995,0.0
RBG1,2017-10-04,1.6755,1347.3801999999998,4.33,1488.4942,2.7700000000000005,1120.0953,3.4706999999999995,1817.7111000000002,1.7120000000000002,530.1927999999999,2.3315,608.0018,0.0
RBG1,2017-10-05,1.6915,1444.0943,4.0705,1541.7915,2.9789000000000003,1093.3988,3.5686999999999998,1777.7989000000005,1.6665,495.83160000000004,2.325,681.058,0.0
RBG1,2017-10-06,1.7305,1408.8076999999998,4.0436,1526.1335,2.8576,1110.8897,3.4507000000000003,1783.5324,1.71,477.37160000000006,2.3245,650.368,0.0
RBG1,2017-10-07,1.642,1338.4525999999998,3.997,1434.8196000000003,3.0084,1107.4902,3.5281,1753.5275000000001,1.6630000000000003,493.0597,2.3085,650.5291000000001,0.0
RBG1,2017-10-08,1.5775,1308.1024,3.9725,1419.3567999999996,3.0283,1133.563,3.5383,1833.6741000000002,1.6385,465.5278,2.3405,654.9675000000001,0.0
RBG1,2017-10-09,1.6991,1365.8296,4.0452,1467.3220000000001,2.8997,1090.6633,3.5121999999999995,1858.5252,1.6435000000000002,519.5173,2.327,719.1784000000001,0.0
RBG1,2017-10-10,1.705,1488.7167,4.135,1567.5149000000001,2.9076999999999993,1137.873,3.4797999999999996,1866.7606,1.6875,486.65780000000007,2.3975,671.0267000000001,0.0
RBG1,2017-10-11,1.674,1305.0487,4.116,1530.6439999999998,2.8548999999999998,1078.7814,3.4276999999999997,1831.5778000000003,1.6934999999999998,402.3605,2.345,587.4686,0.0
RBG1,2017-10-12,1.6440000000000001,1374.5032000000003,4.0845,1503.9284000000002,3.0375,1092.6224,3.5877999999999997,1776.0799000000002,1.6844999999999999,410.4763,2.379,594.5237000000001,0.0
RBG1,2017-10-13,1.624,1314.5610000000001,4.0965,1470.4476,2.9927,1133.4668000000001,3.5584,1800.7243,1.705,430.1874,2.3789999999999996,590.5234,0.0
RBG1,2017-10-14,1.6355,1388.4352000000001,4.058,1489.2966000000001,2.8636,1131.6380000000001,3.4642999999999997,1789.5396,1.6875,384.0846,2.3455,590.2441000000001,0.0
RBG1,2017-10-15,1.4954999999999998,1344.5422,3.9610000000000003,1248.9225000000001,2.7646,1106.3591999999999,3.3709,1693.6693,1.6615000000000002,410.8269,2.305,589.9071,0.0
RBG1,2017-10-16,1.656,1331.4030999999998,4.088000000000001,1497.4477,2.7204000000000006,1070.5502,3.5113000000000003,1760.2095,1.6509999999999998,435.16060000000004,2.3689999999999998,592.7686000000001,0.0
RBG1,2017-10-17,1.5935000000000001,1351.9148,3.9535,1527.5097,3.0159999999999996,1093.6129,3.4464999999999995,1783.8589000000002,1.668,461.8143,2.326,608.055,0.0
RBG1,2017-10-18,1.5915,1403.7431000000001,4.102,1543.6635999999999,2.8478999999999997,1097.8076,3.4173,1791.8545000000001,1.7185,456.4682,2.3745000000000003,617.6312,0.0
RBG1,2017-10-19,1.642,1373.5788000000002,4.1175,1532.1459000000002,2.8614,1094.522,3.4015000000000004,1761.9224,1.6125,457.60940000000005,2.364,625.1641,0.0
RBG1,2017-10-20,1.6684999999999999,1452.7858,4.1645,1630.5532,2.8596,1125.4766000000002,3.4523,1756.1831000000002,1.6905000000000001,479.03670000000005,2.382,645.517,0.0
RBG1,2017-10-21,1.6295,1375.9759999999997,4.1875,1404.9502000000002,2.7368000000000006,1086.5620000000001,3.4034999999999997,1706.7803000000004,1.6755,456.59970000000004,2.3373999999999997,615.1117,0.0
RBG1,2017-10-22,1.5085000000000002,1285.0976000000003,4.0385,1259.1386999999997,2.7559000000000005,1076.0554000000002,3.4074999999999993,1710.1538,1.6245,478.10380000000004,2.293,613.6256,0.0
