machine_name,sensor_type,date_measurement_f,number_of_observations,1,2,3,4,5,6,7,8
RBG1,drive_gear_V_eff,2017-11-17,7,1.7719999999999998,1.83,1.73,1.6640000000000001,1.746,1.73,1.7109999999999999,
RBG1,drive_gear_V_eff,2017-11-18,3,1.743,1.5190000000000001,1.5419999999999998,,,,,
RBG1,drive_gear_V_eff,2017-11-19,3,1.585,1.558,1.571,,,,,
RBG1,drive_gear_V_eff,2017-11-20,5,1.5219999999999998,1.5659999999999998,1.7409999999999999,1.758,1.656,,,
RBG1,drive_gear_V_eff,2017-11-21,3,1.645,1.6640000000000001,1.6380000000000001,,,,,
RBG1,drive_gear_V_eff,2017-11-22,3,1.663,1.692,1.7080000000000002,,,,,
RBG1,drive_gear_V_eff,2017-11-23,3,1.6280000000000001,1.615,1.6880000000000002,,,,,
RBG1,drive_gear_V_eff,2017-11-24,3,1.665,1.6569999999999998,1.5759999999999998,,,,,
RBG1,drive_gear_V_eff,2017-11-25,3,1.5859999999999999,1.5519999999999998,1.4909999999999999,,,,,
RBG1,drive_gear_V_eff,2017-11-26,2,1.591,1.524,,,,,,
RBG1,drive_gear_V_eff,2017-11-27,3,1.5719999999999998,1.635,1.579,,,,,
RBG1,drive_gear_V_eff,2017-11-28,2,1.577,1.56,,,,,,
RBG1,drive_gear_V_eff,2017-11-30,2,1.466,1.479,,,,,,
RBG1,drive_gear_V_eff,2017-12-29,2,1.528,1.544,,,,,,
RBG1,drive_gear_V_eff,2017-12-30,3,1.595,1.5230000000000001,1.571,,,,,
RBG1,drive_gear_V_eff,2017-12-31,3,1.526,1.494,1.5230000000000001,,,,,
RBG1,drive_gear_V_eff,2018-01-01,3,1.482,1.499,1.52,,,,,
RBG1,drive_gear_V_eff,2018-01-02,3,1.5030000000000001,1.493,1.521,,,,,
RBG1,drive_gear_V_eff,2018-01-03,3,1.514,1.5859999999999999,1.63,,,,,
RBG1,drive_gear_V_eff,2018-01-04,3,1.598,1.5490000000000002,1.584,,,,,
RBG1,drive_gear_V_eff,2018-01-05,4,1.569,1.597,1.5730000000000002,1.556,,,,
RBG1,drive_gear_V_eff,2018-01-06,3,1.51,1.508,1.455,,,,,
RBG1,drive_gear_V_eff,2018-01-07,3,1.44,1.499,1.48,,,,,
RBG1,drive_gear_V_eff,2018-01-08,3,1.493,1.575,1.588,,,,,
RBG1,drive_gear_V_eff,2018-01-09,3,1.6119999999999999,1.585,1.545,,,,,
RBG1,drive_gear_V_eff,2018-01-10,4,1.527,1.4880000000000002,1.534,1.5659999999999998,,,,
RBG1,drive_gear_V_eff,2018-01-11,2,1.6130000000000002,1.5959999999999999,,,,,,
RBG1,drive_gear_V_eff,2018-01-12,4,1.609,1.57,1.6369999999999998,1.633,,,,
RBG1,drive_gear_V_eff,2018-01-13,3,1.501,1.47,1.401,,,,,
RBG1,drive_gear_V_eff,2018-01-15,3,1.429,1.5530000000000002,1.557,,,,,
RBG1,drive_gear_V_eff,2018-01-16,5,1.5930000000000002,1.482,1.675,1.6280000000000001,1.58,,,
RBG1,drive_gear_V_eff,2018-01-17,3,1.5590000000000002,1.531,1.496,,,,,
RBG1,drive_gear_V_eff,2018-01-18,4,1.5119999999999998,1.597,1.6680000000000001,1.565,,,,
RBG1,drive_gear_V_eff,2018-01-19,3,1.5430000000000001,1.526,1.605,,,,,
RBG1,drive_gear_V_eff,2018-01-20,3,1.626,1.474,1.508,,,,,
RBG1,drive_gear_V_eff,2018-01-21,3,1.472,1.485,1.459,,,,,
RBG1,drive_gear_V_eff,2018-01-22,3,1.489,1.508,1.521,,,,,
RBG1,drive_gear_V_eff,2018-01-23,3,1.569,1.555,1.569,,,,,
RBG1,drive_gear_V_eff,2018-01-24,3,1.5519999999999998,1.5959999999999999,1.587,,,,,
RBG1,drive_gear_V_eff,2018-01-25,3,1.61,1.6230000000000002,1.744,,,,,
RBG1,drive_gear_V_eff,2018-01-26,3,1.7269999999999999,1.555,1.545,,,,,
RBG1,drive_gear_V_eff,2018-01-27,3,1.53,1.524,1.528,,,,,
RBG1,drive_gear_V_eff,2018-01-28,3,1.465,1.4809999999999999,1.4580000000000002,,,,,
RBG1,drive_gear_V_eff,2018-01-29,2,1.5330000000000001,1.5830000000000002,,,,,,
RBG1,drive_gear_V_eff,2018-01-30,3,1.589,1.5530000000000002,1.632,,,,,
RBG1,drive_gear_V_eff,2018-01-31,6,1.598,1.64,1.569,1.601,1.536,1.585,,
RBG1,drive_gear_V_eff,2018-02-01,3,1.5290000000000001,1.567,1.6540000000000001,,,,,
RBG1,drive_gear_V_eff,2018-02-02,3,1.577,1.6369999999999998,1.599,,,,,
RBG1,drive_gear_V_eff,2018-02-03,3,1.598,1.558,1.511,,,,,
RBG1,drive_gear_V_eff,2018-02-04,3,1.4880000000000002,1.511,1.44,,,,,
RBG1,drive_gear_V_eff,2018-02-05,3,1.526,1.615,1.5430000000000001,,,,,
RBG1,drive_gear_V_eff,2018-02-06,3,1.6019999999999999,1.546,1.5830000000000002,,,,,
RBG1,drive_gear_V_eff,2018-02-07,4,1.58,1.536,1.426,1.26,,,,
RBG1,drive_gear_V_eff,2018-02-08,4,1.271,1.1440000000000001,0.89,1.032,,,,
RBG1,drive_gear_V_eff,2018-02-09,3,1.06,1.071,1.1420000000000001,,,,,
RBG1,drive_gear_V_eff,2018-02-10,3,1.1079999999999999,1.094,0.981,,,,,
RBG1,drive_gear_V_eff,2018-02-11,3,0.946,0.943,0.971,,,,,
RBG1,drive_gear_V_eff,2018-02-12,3,0.9640000000000001,1.043,1.117,,,,,
RBG1,drive_gear_V_eff,2018-02-13,4,1.147,1.075,1.024,0.995,,,,
RBG1,drive_gear_V_eff,2018-02-14,3,1.04,1.087,1.058,,,,,
RBG1,drive_gear_V_eff,2018-02-15,3,1.014,1.072,1.0759999999999998,,,,,
RBG1,drive_gear_V_eff,2018-03-08,1,1.147,,,,,,,
RBG1,drive_gear_V_eff,2018-03-14,2,1.113,1.026,,,,,,
RBG1,drive_gear_V_eff,2018-03-16,3,1.107,1.133,1.102,,,,,
RBG1,drive_gear_V_eff,2018-03-17,3,1.18,1.157,0.992,,,,,
RBG1,drive_gear_V_eff,2018-03-18,3,0.9590000000000001,0.946,0.956,,,,,
RBG1,drive_gear_V_eff,2018-03-19,4,0.9940000000000001,1.1179999999999999,1.208,1.129,,,,
RBG1,drive_gear_V_eff,2018-03-20,5,1.14,1.155,1.2009999999999998,1.167,1.209,,,
RBG1,drive_gear_V_eff,2018-03-21,3,1.1840000000000002,1.153,1.222,,,,,
RBG1,drive_gear_V_eff,2018-03-22,2,1.136,1.239,,,,,,
RBG1,drive_gear_V_eff,2018-03-23,3,1.016,1.227,1.194,,,,,
RBG1,drive_gear_V_eff,2018-03-24,3,1.089,1.138,1.0490000000000002,,,,,
RBG1,drive_gear_V_eff,2018-03-25,3,1.01,1.021,1.028,,,,,
RBG1,drive_gear_V_eff,2018-03-26,4,1.19,1.179,1.176,1.103,,,,
RBG1,drive_gear_V_eff,2018-03-27,3,1.109,1.074,1.168,,,,,
RBG1,drive_gear_V_eff,2018-03-28,3,1.113,1.1740000000000002,1.183,,,,,
RBG1,drive_gear_V_eff,2018-03-29,3,1.137,1.149,1.199,,,,,
RBG1,drive_gear_V_eff,2018-03-30,3,1.1320000000000001,1.028,1.114,,,,,
RBG1,drive_gear_V_eff,2018-03-31,3,1.024,1.022,1.046,,,,,
RBG1,drive_gear_V_eff,2018-04-01,3,1.044,1.07,1.036,,,,,
RBG1,drive_gear_V_eff,2018-04-02,3,1.084,1.044,1.064,,,,,
RBG1,drive_gear_V_eff,2018-04-03,3,1.088,1.162,1.1420000000000001,,,,,
RBG1,drive_gear_V_eff,2018-04-04,4,1.074,1.099,1.2,1.148,,,,
RBG1,drive_gear_V_eff,2018-04-05,3,1.165,1.128,1.183,,,,,
RBG1,drive_gear_V_eff,2018-04-06,3,1.1179999999999999,1.399,1.3359999999999999,,,,,
RBG1,drive_gear_V_eff,2018-04-07,3,1.153,1.028,1.026,,,,,
RBG1,drive_gear_V_eff,2018-04-08,3,1.013,1.0090000000000001,1.023,,,,,
RBG1,drive_gear_V_eff,2018-04-09,4,1.251,1.247,1.239,1.24,,,,
RBG1,drive_gear_V_eff,2018-04-10,3,1.256,1.27,1.2429999999999999,,,,,
RBG1,drive_gear_V_eff,2018-04-11,3,1.156,1.195,1.203,,,,,
RBG1,drive_gear_V_eff,2018-04-12,4,1.089,1.075,1.13,1.21,,,,
RBG1,drive_gear_V_eff,2018-04-13,3,1.207,1.1640000000000001,1.2,,,,,
RBG1,drive_gear_V_eff,2018-04-16,2,1.2,1.209,,,,,,
RBG1,drive_gear_V_eff,2018-04-17,4,1.227,1.21,1.1420000000000001,1.222,,,,
RBG1,drive_gear_V_eff,2018-04-18,3,1.239,1.1740000000000002,1.2329999999999999,,,,,
RBG1,drive_gear_V_eff,2018-04-19,3,1.168,1.1340000000000001,1.265,,,,,
RBG1,drive_gear_V_eff,2018-04-20,3,1.239,1.181,1.195,,,,,
RBG1,drive_gear_V_eff,2018-04-21,3,1.162,1.09,1.028,,,,,
RBG1,drive_gear_V_eff,2018-04-22,3,0.998,1.01,1.047,,,,,
RBG1,drive_gear_V_eff,2018-04-23,5,1.094,1.215,1.2770000000000001,1.2919999999999998,1.26,,,
RBG1,drive_gear_V_eff,2018-04-24,3,1.181,1.331,1.327,,,,,
RBG1,drive_gear_V_eff,2018-04-25,4,1.28,1.208,1.264,1.255,,,,
RBG1,drive_gear_V_eff,2018-04-26,3,1.194,1.139,1.182,,,,,
RBG1,drive_gear_V_eff,2018-04-27,3,1.14,1.234,1.1420000000000001,,,,,
RBG1,drive_gear_V_eff,2018-04-28,3,1.0590000000000002,1.055,1.057,,,,,
RBG1,drive_gear_V_eff,2018-04-29,3,1.04,1.01,1.026,,,,,
RBG1,drive_gear_V_eff,2018-04-30,4,1.081,1.079,1.161,1.159,,,,
RBG1,drive_gear_V_eff,2018-05-01,3,1.1,1.0659999999999998,1.0590000000000002,,,,,
RBG1,drive_gear_V_eff,2018-05-02,3,1.071,1.147,1.115,,,,,
RBG1,drive_gear_V_eff,2018-05-03,4,1.147,1.135,1.135,1.141,,,,
RBG1,drive_gear_V_eff,2018-05-04,4,1.133,1.124,1.209,1.1740000000000002,,,,
RBG1,drive_gear_V_eff,2018-05-05,3,1.137,1.151,1.121,,,,,
RBG1,drive_gear_V_eff,2018-05-06,4,1.008,1.031,1.0090000000000001,1.079,,,,
RBG1,drive_gear_V_eff,2018-05-07,4,1.101,1.207,1.239,1.167,,,,
RBG1,drive_gear_V_eff,2018-05-08,4,1.166,1.245,1.228,1.2329999999999999,,,,
RBG1,drive_gear_V_eff,2018-05-09,3,1.149,1.296,1.216,,,,,
RBG1,drive_gear_V_eff,2018-05-10,3,1.145,1.05,1.037,,,,,
RBG1,drive_gear_V_eff,2018-05-11,3,1.123,1.251,1.195,,,,,
RBG1,drive_gear_V_eff,2018-05-12,3,1.09,1.1079999999999999,1.0659999999999998,,,,,
RBG1,drive_gear_V_eff,2018-05-13,3,1.037,1.0390000000000001,1.053,,,,,
RBG1,drive_gear_V_eff,2018-05-14,4,1.072,1.1740000000000002,1.258,1.2409999999999999,,,,
RBG1,drive_gear_V_eff,2018-05-15,3,1.148,1.2590000000000001,1.215,,,,,
RBG1,drive_gear_V_eff,2018-05-16,3,1.119,1.227,1.2,,,,,
RBG1,drive_gear_V_eff,2018-05-17,3,1.163,1.189,1.146,,,,,
RBG1,drive_gear_V_eff,2018-05-18,2,1.232,1.249,,,,,,
RBG1,drive_gear_V_eff,2018-05-19,2,1.19,1.1420000000000001,,,,,,
RBG1,drive_gear_V_eff,2018-05-20,3,1.0190000000000001,1.003,1.025,,,,,
RBG1,drive_gear_V_eff,2018-05-21,3,1.045,1.047,1.014,,,,,
